task,distractor_type,pool_size,actual_pool_size,repeat,gold_count,distractor_count,hard_negative_count,hard_negative_purity,fallback_distractors,returned_count,positive_score_count,top1_accuracy,hit@3,hit@5,hit@10,recall@3,recall@5,recall@10,mrr@10,ndcg@10,first_gold_rank@10
fix-erlang-ssh-cve,random,500,500,4,6,494,0,0.0,0,10,18,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.7021799053685304,1
fix-visual-stability,random,500,500,4,3,497,0,0.0,0,10,56,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
flink-query,random,500,500,4,2,498,0,0.0,0,10,20,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.1111111111111111,0.18457569677956817,9
flood-risk-analysis,random,500,500,4,3,497,0,0.0,0,10,77,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gh-repo-analytics,random,500,500,4,1,499,0,0.0,0,10,77,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
glm-lake-mendota,random,500,500,4,3,497,0,0.0,0,10,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gravitational-wave-detection,random,500,500,4,2,498,0,0.0,0,10,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
grid-dispatch-operator,random,500,500,4,3,497,0,0.0,0,10,35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
hvac-control,random,500,500,4,5,495,0,0.0,0,10,22,1.0,1.0,1.0,1.0,0.2,0.2,0.6,1.0,0.5392968862278849,1
invoice-fraud-detection,random,500,500,4,3,497,0,0.0,0,10,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
jax-computing-basics,random,500,500,4,1,499,0,0.0,0,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
jpg-ocr-stat,random,500,500,4,5,495,0,0.0,0,10,23,1.0,1.0,1.0,1.0,0.2,0.2,0.4,1.0,0.45221360703148816,1
lab-unit-harmonization,random,500,500,4,1,499,0,0.0,0,10,51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
lake-warming-attribution,random,500,500,4,4,496,0,0.0,0,10,43,0.0,1.0,1.0,1.0,0.25,0.25,0.25,0.3333333333333333,0.19519002499605084,3
latex-formula-extraction,random,500,500,4,2,498,0,0.0,0,10,15,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.8503449055347546,1
lean4-proof,random,500,500,4,2,498,0,0.0,0,10,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-codebook-normalization,random,500,500,4,1,499,0,0.0,0,10,35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-equipment-maintenance,random,500,500,4,2,498,0,0.0,0,10,86,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.125,0.19342640361727081,8
manufacturing-fjsp-optimization,random,500,500,4,1,499,0,0.0,0,10,23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
mario-coin-counting,random,500,500,4,3,497,0,0.0,0,10,21,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
mars-clouds-clustering,random,500,500,4,3,497,0,0.0,0,10,21,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
mhc-layer-impl,random,500,500,4,3,497,0,0.0,0,10,14,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
multilingual-video-dubbing,random,500,500,4,6,494,0,0.0,0,10,181,0.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.8333333333333334,0.5,0.6679412917570872,2
offer-letter-generator,random,500,500,4,1,499,0,0.0,0,10,26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
organize-messy-files,random,500,500,4,5,495,0,0.0,0,10,37,1.0,1.0,1.0,1.0,0.4,0.4,0.4,1.0,0.5087403079104241,1
paper-anonymizer,random,500,500,4,2,498,0,0.0,0,10,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
parallel-tfidf-search,random,500,500,4,3,497,0,0.0,0,10,25,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6105456988825855,1
pddl-tpp-planning,random,500,500,4,1,499,0,0.0,0,10,25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
pdf-excel-diff,random,500,500,4,2,498,0,0.0,0,10,15,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.38685280723454163,2
pedestrian-traffic-counting,random,500,500,4,4,496,0,0.0,0,10,26,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
pg-essay-to-audiobook,random,500,500,4,4,496,0,0.0,0,10,175,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.9558295932317544,1
powerlifting-coef-calc,random,500,500,4,3,497,0,0.0,0,10,2,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
pptx-reference-formatting,random,500,500,4,1,499,0,0.0,0,10,34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
protein-expression-analysis,random,500,500,4,1,499,0,0.0,0,10,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
python-scala-translation,random,500,500,4,6,494,0,0.0,0,10,38,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,1.0,1.0,1.0000000000000002,1
quantum-numerical-simulation,random,500,500,4,1,499,0,0.0,0,10,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
r2r-mpc-control,random,500,500,4,4,496,0,0.0,0,10,55,1.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,0.3903800499921017,1
react-performance-debugging,random,500,500,4,2,498,0,0.0,0,10,66,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.38685280723454163,2
reserves-at-risk-calc,random,500,500,4,1,499,0,0.0,0,10,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sales-pivot-analysis,random,500,500,4,2,498,0,0.0,0,10,54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,1
scheduling-email-assistant,random,500,500,4,2,498,0,0.0,0,10,72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,1
sec-financial-report,random,500,500,4,2,498,0,0.0,0,10,92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
seismic-phase-picking,random,500,500,4,4,496,0,0.0,0,10,23,1.0,1.0,1.0,1.0,0.5,0.75,0.75,1.0,0.8048099750039491,1
setup-fuzzing-py,random,500,500,4,3,497,0,0.0,0,10,20,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
shock-analysis-demand,random,500,500,4,1,499,0,0.0,0,10,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shock-analysis-supply,random,500,500,4,1,499,0,0.0,0,10,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
simpo-code-reproduction,random,500,500,4,2,498,0,0.0,0,10,38,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
software-dependency-audit,random,500,500,4,3,497,0,0.0,0,10,58,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9469024295259745,1
speaker-diarization-subtitles,random,500,500,4,4,496,0,0.0,0,10,173,1.0,1.0,1.0,1.0,0.75,0.75,1.0,1.0,0.9709286432396583,1
spring-boot-jakarta-migration,random,500,500,4,5,495,0,0.0,0,10,23,1.0,1.0,1.0,1.0,0.4,0.6,0.8,1.0,0.7864489426433972,1
suricata-custom-exfil,random,500,500,4,3,497,0,0.0,0,10,56,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6713860725233041,1
syzkaller-ppdev-syzlang,random,500,500,4,3,497,0,0.0,0,10,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
taxonomy-tree-merge,random,500,500,4,1,499,0,0.0,0,10,22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-structure-parser,random,500,500,4,2,498,0,0.0,0,10,31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-to-obj,random,500,500,4,2,498,0,0.0,0,10,176,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
travel-planning,random,500,500,4,6,494,0,0.0,0,10,54,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.45390362024822023,1
trend-anomaly-causal-inference,random,500,500,4,4,496,0,0.0,0,10,67,1.0,1.0,1.0,1.0,0.5,0.75,1.0,1.0,0.9267582364714126,1
video-filler-word-remover,random,500,500,4,3,497,0,0.0,0,10,20,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9060254355346823,1
video-silence-remover,random,500,500,4,7,493,0,0.0,0,10,55,1.0,1.0,1.0,1.0,0.42857142857142855,0.7142857142857143,0.8571428571428571,1.0,0.9083745556952365,1
video-tutorial-indexer,random,500,500,4,1,499,0,0.0,0,10,179,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
virtualhome-agent-planning,random,500,500,4,1,499,0,0.0,0,10,31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
weighted-gdp-calc,random,500,500,4,1,499,0,0.0,0,10,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
xlsx-recover-data,random,500,500,4,2,498,0,0.0,0,10,45,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.3333333333333333,0.5249810332008933,3
3d-scan-calc,random,500,500,5,1,499,0,0.0,0,10,41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
adaptive-cruise-control,random,500,500,5,5,495,0,0.0,0,10,41,1.0,1.0,1.0,1.0,0.6,0.8,0.8,1.0,0.8687949224876582,1
azure-bgp-oscillation-route-leak,random,500,500,5,1,499,0,0.0,0,10,53,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
citation-check,random,500,500,5,1,499,0,0.0,0,10,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
civ6-adjacency-optimizer,random,500,500,5,4,496,0,0.0,0,10,36,1.0,1.0,1.0,1.0,0.5,0.75,0.75,1.0,0.8048099750039491,1
court-form-filling,random,500,500,5,1,499,0,0.0,0,10,31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
crystallographic-wyckoff-position-analysis,random,500,500,5,2,498,0,0.0,0,10,55,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.16666666666666666,0.21840743681816419,6
dapt-intrusion-detection,random,500,500,5,2,498,0,0.0,0,10,44,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.8065735963827293,1
data-to-d3,random,500,500,5,1,499,0,0.0,0,10,65,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
dialogue-parser,random,500,500,5,1,499,0,0.0,0,10,163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dynamic-object-aware-egomotion,random,500,500,5,4,496,0,0.0,0,10,27,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.9558295932317544,1
earthquake-phase-association,random,500,500,5,4,496,0,0.0,0,10,3,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
earthquake-plate-calculation,random,500,500,5,1,499,0,0.0,0,10,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
econ-detrending-correlation,random,500,500,5,1,499,0,0.0,0,10,4,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.25,0.43067655807339306,4
energy-ac-optimal-power-flow,random,500,500,5,3,497,0,0.0,0,10,44,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.5,0.7328286204777911,2
energy-market-pricing,random,500,500,5,4,496,0,0.0,0,10,22,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
enterprise-information-search,random,500,500,5,1,499,0,0.0,0,10,49,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,3
exceltable-in-ppt,random,500,500,5,2,498,0,0.0,0,10,26,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.38685280723454163,2
exoplanet-detection-period,random,500,500,5,5,495,0,0.0,0,10,40,1.0,1.0,1.0,1.0,0.4,0.8,0.8,1.0,0.7860137352654724,1
financial-modeling-qa,random,500,500,5,2,498,0,0.0,0,10,54,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.16666666666666666,0.21840743681816419,6
find-topk-similiar-chemicals,random,500,500,5,3,497,0,0.0,0,10,24,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7039180890341347,1
fix-build-agentops,random,500,500,5,4,496,0,0.0,0,10,80,0.0,1.0,1.0,1.0,0.25,0.5,0.75,0.3333333333333333,0.4763363265545566,3
fix-build-google-auto,random,500,500,5,3,497,0,0.0,0,10,56,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.9066276098484507,1
fix-druid-loophole-cve,random,500,500,5,2,498,0,0.0,0,10,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-erlang-ssh-cve,random,500,500,5,6,494,0,0.0,0,10,21,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.7409096387260824,1
fix-visual-stability,random,500,500,5,3,497,0,0.0,0,10,54,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
flink-query,random,500,500,5,2,498,0,0.0,0,10,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
flood-risk-analysis,random,500,500,5,3,497,0,0.0,0,10,71,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gh-repo-analytics,random,500,500,5,1,499,0,0.0,0,10,79,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
glm-lake-mendota,random,500,500,5,3,497,0,0.0,0,10,24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gravitational-wave-detection,random,500,500,5,2,498,0,0.0,0,10,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
grid-dispatch-operator,random,500,500,5,3,497,0,0.0,0,10,37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
hvac-control,random,500,500,5,5,495,0,0.0,0,10,19,1.0,1.0,1.0,1.0,0.2,0.2,0.6,1.0,0.5730249097309823,1
invoice-fraud-detection,random,500,500,5,3,497,0,0.0,0,10,19,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9469024295259745,1
jax-computing-basics,random,500,500,5,1,499,0,0.0,0,10,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
jpg-ocr-stat,random,500,500,5,5,495,0,0.0,0,10,19,1.0,1.0,1.0,1.0,0.2,0.2,0.4,1.0,0.45221360703148816,1
lab-unit-harmonization,random,500,500,5,1,499,0,0.0,0,10,46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
lake-warming-attribution,random,500,500,5,4,496,0,0.0,0,10,51,0.0,1.0,1.0,1.0,0.25,0.25,0.25,0.3333333333333333,0.19519002499605084,3
latex-formula-extraction,random,500,500,5,2,498,0,0.0,0,10,17,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.6509209298071326,2
lean4-proof,random,500,500,5,2,498,0,0.0,0,10,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-codebook-normalization,random,500,500,5,1,499,0,0.0,0,10,35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-equipment-maintenance,random,500,500,5,2,498,0,0.0,0,10,96,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.1111111111111111,0.18457569677956817,9
manufacturing-fjsp-optimization,random,500,500,5,1,499,0,0.0,0,10,30,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
mario-coin-counting,random,500,500,5,3,497,0,0.0,0,10,25,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.2960819109658652,2
mars-clouds-clustering,random,500,500,5,3,497,0,0.0,0,10,31,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
mhc-layer-impl,random,500,500,5,3,497,0,0.0,0,10,18,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8451850618939637,1
multilingual-video-dubbing,random,500,500,5,6,494,0,0.0,0,10,183,0.0,1.0,1.0,1.0,0.16666666666666666,0.5,0.8333333333333334,0.3333333333333333,0.6073441914885231,3
offer-letter-generator,random,500,500,5,1,499,0,0.0,0,10,37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
organize-messy-files,random,500,500,5,5,495,0,0.0,0,10,33,0.0,1.0,1.0,1.0,0.4,0.4,0.4,0.5,0.38356636737133565,2
paper-anonymizer,random,500,500,5,2,498,0,0.0,0,10,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
parallel-tfidf-search,random,500,500,5,3,497,0,0.0,0,10,24,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6257049680303419,1
pddl-tpp-planning,random,500,500,5,1,499,0,0.0,0,10,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
pdf-excel-diff,random,500,500,5,2,498,0,0.0,0,10,22,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.3065735963827292,3
pedestrian-traffic-counting,random,500,500,5,4,496,0,0.0,0,10,27,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
pg-essay-to-audiobook,random,500,500,5,4,496,0,0.0,0,10,167,1.0,1.0,1.0,1.0,0.25,0.75,1.0,1.0,0.8485833840018,1
powerlifting-coef-calc,random,500,500,5,3,497,0,0.0,0,10,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
pptx-reference-formatting,random,500,500,5,1,499,0,0.0,0,10,41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
protein-expression-analysis,random,500,500,5,1,499,0,0.0,0,10,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
python-scala-translation,random,500,500,5,6,494,0,0.0,0,10,32,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,1.0,1.0,1.0000000000000002,1
quantum-numerical-simulation,random,500,500,5,1,499,0,0.0,0,10,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
r2r-mpc-control,random,500,500,5,4,496,0,0.0,0,10,59,1.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,0.3903800499921017,1
react-performance-debugging,random,500,500,5,2,498,0,0.0,0,10,79,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.14285714285714285,0.20438239758848611,7
reserves-at-risk-calc,random,500,500,5,1,499,0,0.0,0,10,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sales-pivot-analysis,random,500,500,5,2,498,0,0.0,0,10,50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
scheduling-email-assistant,random,500,500,5,2,498,0,0.0,0,10,71,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,1
sec-financial-report,random,500,500,5,2,498,0,0.0,0,10,81,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
seismic-phase-picking,random,500,500,5,4,496,0,0.0,0,10,17,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
setup-fuzzing-py,random,500,500,5,3,497,0,0.0,0,10,21,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6049306994552042,1
shock-analysis-demand,random,500,500,5,1,499,0,0.0,0,10,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shock-analysis-supply,random,500,500,5,1,499,0,0.0,0,10,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
simpo-code-reproduction,random,500,500,5,2,498,0,0.0,0,10,30,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
software-dependency-audit,random,500,500,5,3,497,0,0.0,0,10,61,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8519590445170673,1
speaker-diarization-subtitles,random,500,500,5,4,496,0,0.0,0,10,157,0.0,1.0,1.0,1.0,0.5,0.75,1.0,0.5,0.7486761295186739,2
spring-boot-jakarta-migration,random,500,500,5,5,495,0,0.0,0,10,17,1.0,1.0,1.0,1.0,0.4,0.6,0.8,1.0,0.8013122149737618,1
suricata-custom-exfil,random,500,500,5,3,497,0,0.0,0,10,53,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
syzkaller-ppdev-syzlang,random,500,500,5,3,497,0,0.0,0,10,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
taxonomy-tree-merge,random,500,500,5,1,499,0,0.0,0,10,29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-structure-parser,random,500,500,5,2,498,0,0.0,0,10,35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-to-obj,random,500,500,5,2,498,0,0.0,0,10,206,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
travel-planning,random,500,500,5,6,494,0,0.0,0,10,67,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.45390362024822023,1
trend-anomaly-causal-inference,random,500,500,5,4,496,0,0.0,0,10,59,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.9558295932317544,1
video-filler-word-remover,random,500,500,5,3,497,0,0.0,0,10,24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
video-silence-remover,random,500,500,5,7,493,0,0.0,0,10,51,1.0,1.0,1.0,1.0,0.42857142857142855,0.5714285714285714,0.7142857142857143,1.0,0.7748248586952258,1
video-tutorial-indexer,random,500,500,5,1,499,0,0.0,0,10,158,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
virtualhome-agent-planning,random,500,500,5,1,499,0,0.0,0,10,27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
weighted-gdp-calc,random,500,500,5,1,499,0,0.0,0,10,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
xlsx-recover-data,random,500,500,5,2,498,0,0.0,0,10,65,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.3333333333333333,0.5706417189553201,3
3d-scan-calc,random,500,500,6,1,499,0,0.0,0,10,43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
adaptive-cruise-control,random,500,500,6,5,495,0,0.0,0,10,34,1.0,1.0,1.0,1.0,0.6,0.8,0.8,1.0,0.8687949224876582,1
azure-bgp-oscillation-route-leak,random,500,500,6,1,499,0,0.0,0,10,60,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.25,0.43067655807339306,4
citation-check,random,500,500,6,1,499,0,0.0,0,10,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
civ6-adjacency-optimizer,random,500,500,6,4,496,0,0.0,0,10,42,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
court-form-filling,random,500,500,6,1,499,0,0.0,0,10,24,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
crystallographic-wyckoff-position-analysis,random,500,500,6,2,498,0,0.0,0,10,61,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.25,0.2640681225725909,4
dapt-intrusion-detection,random,500,500,6,2,498,0,0.0,0,10,47,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.7977228895450266,1
data-to-d3,random,500,500,6,1,499,0,0.0,0,10,75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dialogue-parser,random,500,500,6,1,499,0,0.0,0,10,208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dynamic-object-aware-egomotion,random,500,500,6,4,496,0,0.0,0,10,27,1.0,1.0,1.0,1.0,0.5,0.75,1.0,1.0,0.9438661545147249,1
earthquake-phase-association,random,500,500,6,4,496,0,0.0,0,10,3,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
earthquake-plate-calculation,random,500,500,6,1,499,0,0.0,0,10,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
econ-detrending-correlation,random,500,500,6,1,499,0,0.0,0,10,5,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.25,0.43067655807339306,4
energy-ac-optimal-power-flow,random,500,500,6,3,497,0,0.0,0,10,47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
energy-market-pricing,random,500,500,6,4,496,0,0.0,0,10,15,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
enterprise-information-search,random,500,500,6,1,499,0,0.0,0,10,50,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
exceltable-in-ppt,random,500,500,6,2,498,0,0.0,0,10,28,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
exoplanet-detection-period,random,500,500,6,5,495,0,0.0,0,10,45,1.0,1.0,1.0,1.0,0.6,0.8,0.8,1.0,0.8687949224876582,1
financial-modeling-qa,random,500,500,6,2,498,0,0.0,0,10,45,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.3065735963827292,3
find-topk-similiar-chemicals,random,500,500,6,3,497,0,0.0,0,10,26,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
fix-build-agentops,random,500,500,6,4,496,0,0.0,0,10,74,0.0,1.0,1.0,1.0,0.25,0.5,0.5,0.3333333333333333,0.36331756126716835,3
fix-build-google-auto,random,500,500,6,3,497,0,0.0,0,10,65,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.9217868789962071,1
fix-druid-loophole-cve,random,500,500,6,2,498,0,0.0,0,10,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-erlang-ssh-cve,random,500,500,6,6,494,0,0.0,0,10,26,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.6666666666666666,1.0,0.6787553679106948,1
fix-visual-stability,random,500,500,6,3,497,0,0.0,0,10,48,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6364391809889587,1
